GCIN,period,Slope/AI,CTI,CTIW
26,growing,0.300341109271624,0.349719539680852,0.121475376770881
27,dormant,0.0281042233382932,0.0354548989605296,0.0070094252624365
27,growing,0.0281042233382932,0.0354548989605296,0.0070094252624365
28,dormant,0.229807969599161,0.273453804746448,0.0983566064665149
28,growing,0.229807969599161,0.273453804746448,0.0983566064665149
29,dormant,0.189701038445577,0.257858963222111,0.0782416693657173
29,growing,0.189701038445577,0.257858963222111,0.0782416693657173
30,dormant,0.327840252164863,0.425355339880764,0.113505568838856
30,growing,0.327840252164863,0.425355339880764,0.113505568838856
31,dormant,0.36470842267779,0.451462850278393,0.130643656447792
31,growing,0.36470842267779,0.451462850278393,0.130643656447792
32,dormant,0.348343430057285,0.435585661296459,0.141159285491327
32,growing,0.348343430057285,0.435585661296459,0.141159285491327
33,dormant,0.312181169784003,0.376599523901319,0.115261065763634
33,growing,0.312181169784003,0.376599523901319,0.115261065763634
34,dormant,0.141517411284735,0.194248180390579,0.0462881045745507
34,growing,0.141517411284735,0.194248180390579,0.0462881045745507
35,dormant,0.306655348675494,0.424481032497674,0.130594883117407
35,growing,0.306655348675494,0.424481032497674,0.130594883117407
36,dormant,0.151972717733936,0.208556496671891,0.0493576782722262
36,growing,0.151972717733936,0.208556496671891,0.0493576782722262
37,dormant,0.174553511029346,0.241029968157119,0.0573049240478614
37,growing,0.174553511029346,0.241029968157119,0.0573049240478614
38,dormant,0.222043878769262,0.307509702967087,0.0952696909812327
38,growing,0.222043878769262,0.307509702967087,0.0952696909812327
39,dormant,0.178662081600054,0.256751471544637,0.0733642516248079
39,growing,0.178662081600054,0.256751471544637,0.0733642516248079
40,dormant,0.1936799580616,0.269919561520296,0.0830125397489437
40,growing,0.1936799580616,0.269919561520296,0.0830125397489437
41,dormant,0.300128821261743,0.430195406341548,0.126343558617967
41,growing,0.300128821261743,0.430195406341548,0.126343558617967
42,dormant,0.0822576698483345,0.11176317086447,0.0267741678232519
42,growing,0.0822576698483345,0.11176317086447,0.0267741678232519
43,dormant,0.383845292295778,0.53374699964419,0.149690401482133
43,growing,0.383845292295778,0.53374699964419,0.149690401482133
44,dormant,0.160013336914827,0.228130544854723,0.0535562333360602
44,growing,0.160013336914827,0.228130544854723,0.0535562333360602
45,dormant,0.396521959367261,0.542581806740306,0.133751192189778
45,growing,0.396521959367261,0.542581806740306,0.133751192189778
46,dormant,0.134781846714975,0.192746272251817,0.0533356068822268
46,growing,0.134781846714975,0.192746272251817,0.0533356068822268
47,dormant,0.26570030938968,0.350121522647693,0.0832005558183171
47,growing,0.26570030938968,0.350121522647693,0.0832005558183171
48,dormant,0.257816222493984,0.355641394352187,0.128784971867856
48,growing,0.257816222493984,0.355641394352187,0.128784971867856
49,dormant,0.44854710774893,0.652156774495673,0.182667261111965
49,growing,0.44854710774893,0.652156774495673,0.182667261111965
50,dormant,0.160672687863011,0.209452254020474,0.0693590979761453
50,growing,0.160672687863011,0.209452254020474,0.0693590979761453
51,dormant,0.447800919789338,0.647085717074799,0.189007578510993
51,growing,0.447800919789338,0.647085717074799,0.189007578510993
52,dormant,0.422244312228021,0.609399036266803,0.189379053778373
52,growing,0.422244312228021,0.609399036266803,0.189379053778373
53,dormant,0.0211519749259565,0.0271272001837498,0.00533449264682324
53,growing,0.0211519749259565,0.0271272001837498,0.00533449264682324
54,dormant,0.406840325691549,0.586241802236732,0.171898019977889
54,growing,0.406840325691549,0.586241802236732,0.171898019977889
55,dormant,0.057858000699129,0.0779601918394312,0.016021345465417
55,growing,0.057858000699129,0.0779601918394312,0.016021345465417
56,dormant,0.0776787739680062,0.112417434741699,0.0298530856500916
56,growing,0.0776787739680062,0.112417434741699,0.0298530856500916
57,dormant,0.0259512748862425,0.0339598904189226,0.00573995973928529
57,growing,0.0259512748862425,0.0339598904189226,0.00573995973928529
58,dormant,0.135123678609965,0.192632762576904,0.0462869956631217
58,growing,0.135123678609965,0.192632762576904,0.0462869956631217
59,dormant,0.399854674561422,0.56732752564859,0.18517597998246
59,growing,0.399854674561422,0.56732752564859,0.18517597998246
60,dormant,0.395237720567402,0.564022865275379,0.174177908564702
60,growing,0.395237720567402,0.564022865275379,0.174177908564702
61,dormant,0.0971736126899755,0.131976622977265,0.0315687221522468
61,growing,0.0971736126899755,0.131976622977265,0.0315687221522468
62,dormant,0.0390442999362365,0.0518882070904556,0.0154476341719677
62,growing,0.0390442999362365,0.0518882070904556,0.0154476341719677
63,dormant,0.0441070808760274,0.0600811944909051,0.0132612871093502
63,growing,0.0441070808760274,0.0600811944909051,0.0132612871093502
64,dormant,0.0292314995291846,0.0397060016270016,0.0067291602395036
64,growing,0.0292314995291846,0.0397060016270016,0.0067291602395036
65,dormant,0.0122390627140476,0.0153610567813451,0.00265697900126851
65,growing,0.0122390627140476,0.0153610567813451,0.00265697900126851
66,dormant,0.0319552160091292,0.0426412123048244,0.0106385489999414
66,growing,0.0319552160091292,0.0426412123048244,0.0106385489999414
67,dormant,0.0469021231506123,0.0641120620118235,0.0132625622348523
67,growing,0.0469021231506123,0.0641120620118235,0.0132625622348523
68,dormant,0.0241340959182791,0.0322478433408139,0.0061911592792933
68,growing,0.0241340959182791,0.0322478433408139,0.0061911592792933
69,dormant,0.0387764441816153,0.0521460639094898,0.0105321730385076
69,growing,0.0387764441816153,0.0521460639094898,0.0105321730385076
70,dormant,0.00748287202445775,0.00965579766689935,0.00166797136274034
70,growing,0.00748287202445775,0.00965579766689935,0.00166797136274034
71,dormant,0.020224886092648,0.0275620757751044,0.00494140800748883
71,growing,0.020224886092648,0.0275620757751044,0.00494140800748883
72,dormant,0.064039474637282,0.087526343182078,0.0158041984442463
72,growing,0.064039474637282,0.087526343182078,0.0158041984442463
73,dormant,0.228675523723973,0.288826787760129,0.0839514769674774
73,growing,0.228675523723973,0.288826787760129,0.0839514769674774
74,dormant,0.148278146374594,0.196030779832329,0.0539303180855322
74,growing,0.148278146374594,0.196030779832329,0.0539303180855322
75,dormant,0.0724780822441944,0.0622390896972903,0.0166005402117556
75,growing,0.0724780822441944,0.0622390896972903,0.0166005402117556
76,dormant,0.208733684190638,0.217310500609627,0.0710053398578504
76,growing,0.208733684190638,0.217310500609627,0.0710053398578504
77,dormant,0.167386407175073,0.153149375822681,0.0444703286738081
77,growing,0.167386407175073,0.153149375822681,0.0444703286738081
78,dormant,0.10491871744255,0.0850588163555964,0.0294569621100678
78,growing,0.10491871744255,0.0850588163555964,0.0294569621100678
79,dormant,0.0867510039968639,0.0734416039343878,0.023668278979384
79,growing,0.0867510039968639,0.0734416039343878,0.023668278979384
80,dormant,0.0876103169053051,0.0858702859232262,0.0250906602206328
80,growing,0.0876103169053051,0.0858702859232262,0.0250906602206328
81,dormant,0.0523312580522624,0.0572696867118184,0.0141540227909943
81,growing,0.0523312580522624,0.0572696867118184,0.0141540227909943
82,dormant,0.0848988912777379,0.0799655120626178,0.023900883333031
82,growing,0.0848988912777379,0.0799655120626178,0.023900883333031
83,dormant,0.0862145683328691,0.121221711297935,0.0239237486566616
83,growing,0.0862145683328691,0.121221711297935,0.0239237486566616
84,dormant,0.00611417402062681,0.00861527555538885,0.0013587046617459
84,growing,0.00611417402062681,0.00861527555538885,0.0013587046617459
85,dormant,0.0244137090432406,0.0347485215648494,0.00563719222125409
85,growing,0.0244137090432406,0.0347485215648494,0.00563719222125409
86,dormant,0.0714308316841842,0.0366414140863074,0.0141487634284356
86,growing,0.0714308316841842,0.0366414140863074,0.0141487634284356
87,dormant,0.0674193549500098,0.0367097403992553,0.012304894184187
87,growing,0.0674193549500098,0.0367097403992553,0.012304894184187
88,dormant,0.042398311109957,0.0255851145095479,0.00858016061205275
88,growing,0.042398311109957,0.0255851145095479,0.00858016061205275
89,dormant,0.0509844458243947,0.0326070165819523,0.00878892141544153
89,growing,0.0509844458243947,0.0326070165819523,0.00878892141544153
90,dormant,0.0727561938329952,0.0514712917813685,0.0148525980993968
90,growing,0.0727561938329952,0.0514712917813685,0.0148525980993968
91,dormant,0.00641779404097857,0.00289427485016739,0.000719924489153117
91,growing,0.00641779404097857,0.00289427485016739,0.000719924489153117
92,dormant,0.176859263602263,0.0757281108341535,0.0300088683271612
92,growing,0.176859263602263,0.0757281108341535,0.0300088683271612
93,dormant,0.186071103071934,0.0833395922773656,0.0323544830163758
93,growing,0.186071103071934,0.0833395922773656,0.0323544830163758
94,dormant,0.0880652059655463,0.0371783519560262,0.0130460992280476
94,growing,0.0880652059655463,0.0371783519560262,0.0130460992280476
95,dormant,0.145970558898555,0.0694613514892741,0.029628994561809
95,growing,0.145970558898555,0.0694613514892741,0.029628994561809
96,dormant,0.0385355764488376,0.0162498027575543,0.00493613868625702
96,growing,0.0385355764488376,0.0162498027575543,0.00493613868625702
97,dormant,0.0993422446255903,0.0460479093983934,0.0182058344615795
97,growing,0.0993422446255903,0.0460479093983934,0.0182058344615795
98,dormant,0.00189636811955439,0.00109418714902277,0.000180376788529424
98,growing,0.00189636811955439,0.00109418714902277,0.000180376788529424
99,dormant,0.100049004170304,0.0156023585787406,0.0127075480944138
99,growing,0.100049004170304,0.0156023585787406,0.0127075480944138
100,dormant,0.0696881290648712,0.00800082459033798,0.00529474859212041
100,growing,0.0696881290648712,0.00800082459033798,0.00529474859212041
101,dormant,0.133887323103532,0.0171430197680119,0.0112485328579486
101,growing,0.133887323103532,0.0171430197680119,0.0112485328579486
102,dormant,0.084688560336509,0.00961209677396421,0.00355131738708519
102,growing,0.084688560336509,0.00961209677396421,0.00355131738708519
103,dormant,0.193293846348668,0.0292736032873021,0.0195488130427068
103,growing,0.193293846348668,0.0292736032873021,0.0195488130427068
104,dormant,0.128759104989103,0.0242320028793755,0.00483691642602016
104,growing,0.128759104989103,0.0242320028793755,0.00483691642602016
105,dormant,0.226502736951608,0.0526709943513252,0.0379171644081687
105,growing,0.226502736951608,0.0526709943513252,0.0379171644081687
106,dormant,0.236497156204385,0.0694389888037452,0.0512828509402575
106,growing,0.236497156204385,0.0694389888037452,0.0512828509402575
107,dormant,0.240846124167377,0.127586746649226,0.102216896448455
107,growing,0.240846124167377,0.127586746649226,0.102216896448455
108,dormant,0.643167758429298,0.364275775877753,0.253503069278947
108,growing,0.643167758429298,0.364275775877753,0.253503069278947
109,dormant,0.459699085233487,0.326421435899812,0.238460596561393
109,growing,0.459699085233487,0.326421435899812,0.238460596561393
110,dormant,0.0744152215802454,0.0170467895912858,0.0108059310290524
110,growing,0.0744152215802454,0.0170467895912858,0.0108059310290524
111,dormant,0.168459282490336,0.0733254518043725,0.0512615333687743
111,growing,0.168459282490336,0.0733254518043725,0.0512615333687743
112,dormant,0.123554416428252,0.0479554035156096,0.031844299200447
112,growing,0.123554416428252,0.0479554035156096,0.031844299200447
113,dormant,0.0945921503586626,0.0288466543522945,0.0187812906641719
113,growing,0.0945921503586626,0.0288466543522945,0.0187812906641719
114,dormant,0.127480273804182,0.0456953844305793,0.0315272335969624
114,growing,0.127480273804182,0.0456953844305793,0.0315272335969624
115,dormant,0.105960090794048,0.0172917021199752,0.0110764586800158
115,growing,0.105960090794048,0.0172917021199752,0.0110764586800158
116,dormant,0.155089476084952,0.0735014493534607,0.0501354200614997
116,growing,0.155089476084952,0.0735014493534607,0.0501354200614997
117,dormant,0.0777080349685295,0.0149907628531912,0.00303224689159732
117,growing,0.0777080349685295,0.0149907628531912,0.00303224689159732
118,dormant,0.284902505388083,0.0602101064998475,0.0339285650977106
118,growing,0.284902505388083,0.0602101064998475,0.0339285650977106
119,dormant,0.143229118065061,0.0321029976138656,0.0195015477308273
119,growing,0.143229118065061,0.0321029976138656,0.0195015477308273
120,dormant,0.0685419514337009,0.0301975722903748,0.0115538537458825
120,growing,0.0685419514337009,0.0301975722903748,0.0115538537458825
121,dormant,0.0654404394727619,0.0318468578675359,0.0101915714534424
121,growing,0.0654404394727619,0.0318468578675359,0.0101915714534424
122,dormant,0.0614995699969074,0.0246313823385177,0.00774880365982835
122,growing,0.0614995699969074,0.0246313823385177,0.00774880365982835
123,dormant,0.0326069111767084,0.012947585432291,0.00508540191668287
123,growing,0.0326069111767084,0.012947585432291,0.00508540191668287
124,dormant,0.0343920789620892,0.0138522256793219,0.00554402071820997
124,growing,0.0343920789620892,0.0138522256793219,0.00554402071820997
125,dormant,0.0746073665008181,0.0303270915397004,0.010974341549013
125,growing,0.0746073665008181,0.0303270915397004,0.010974341549013
126,dormant,0.127461063831607,0.0605099046999013,0.02843623657027
126,growing,0.127461063831607,0.0605099046999013,0.02843623657027
127,dormant,0.0747788877216207,0.0310181979714338,0.0109266097745386
127,growing,0.0747788877216207,0.0310181979714338,0.0109266097745386
128,dormant,0.149611237705921,0.0668859190270643,0.0324982431430934
128,growing,0.149611237705921,0.0668859190270643,0.0324982431430934
129,dormant,0.0838695338886687,0.0382422316066153,0.0149435676767154
129,growing,0.0838695338886687,0.0382422316066153,0.0149435676767154
130,dormant,0.0836392764967553,0.0298052816997553,0.0108854072294759
130,growing,0.0836392764967553,0.0298052816997553,0.0108854072294759
131,dormant,0.146736429597725,0.0719609471961624,0.0384848771841171
131,growing,0.146736429597725,0.0719609471961624,0.0384848771841171
132,dormant,0.267657116347793,0.118738988650418,0.0608587629964177
132,growing,0.267657116347793,0.118738988650418,0.0608587629964177
133,dormant,0.14486584229531,0.0628623225237912,0.0270840718399114
133,growing,0.14486584229531,0.0628623225237912,0.0270840718399114
134,dormant,0.213576974380309,0.0969824817234955,0.0429681707161385
134,growing,0.213576974380309,0.0969824817234955,0.0429681707161385
135,dormant,0.238774844642724,0.108549083390833,0.0566663011599604
135,growing,0.238774844642724,0.108549083390833,0.0566663011599604
136,dormant,0.32582892296933,0.154006808932289,0.0804141767317635
136,growing,0.32582892296933,0.154006808932289,0.0804141767317635
137,dormant,0.276943954179315,0.129380015704869,0.0681401416045644
137,growing,0.276943954179315,0.129380015704869,0.0681401416045644
138,dormant,0.342206003286351,0.17326733645041,0.0906977039746492
138,growing,0.342206003286351,0.17326733645041,0.0906977039746492
139,dormant,0.113506399214754,0.053792486374644,0.0315659110151888
139,growing,0.113506399214754,0.053792486374644,0.0315659110151888
140,dormant,0.352202220696513,0.174755869507054,0.0943484231078762
140,growing,0.352202220696513,0.174755869507054,0.0943484231078762
141,dormant,0.0938406286766685,0.16447951251037,0.0296453428036987
141,growing,0.0938406286766685,0.16447951251037,0.0296453428036987
142,dormant,0.138621560347485,0.242475239767073,0.0807524771108396
142,growing,0.138621560347485,0.242475239767073,0.0807524771108396
143,dormant,0.172990855782757,0.308287050140527,0.0798503303477883
143,growing,0.172990855782757,0.308287050140527,0.0798503303477883
144,dormant,0.0274899894129278,0.044745098462588,0.00578362821613344
144,growing,0.0274899894129278,0.044745098462588,0.00578362821613344
145,dormant,0.0264937759521164,0.0470365737239348,0.00789907678298689
145,growing,0.0264937759521164,0.0470365737239348,0.00789907678298689
146,dormant,0.150922348307494,0.0603279167952522,0.0300685244049556
146,growing,0.150922348307494,0.0603279167952522,0.0300685244049556
147,dormant,0.0670273813820622,0.0286529595507267,0.0117933920469658
147,growing,0.0670273813820622,0.0286529595507267,0.0117933920469658
148,dormant,0.04981739650754,0.0290169232892422,0.0106062632535324
148,growing,0.04981739650754,0.0290169232892422,0.0106062632535324
149,dormant,0.109472437637908,0.0691572339856007,0.0329749709873372
149,growing,0.109472437637908,0.0691572339856007,0.0329749709873372
150,dormant,0.189301186739469,0.149192676454157,0.0501523403899569
150,growing,0.189301186739469,0.149192676454157,0.0501523403899569
151,dormant,0.0769306200326619,0.0553637727438612,0.0143159082809334
151,growing,0.0769306200326619,0.0553637727438612,0.0143159082809334
152,dormant,0.219452360892134,0.130707177291098,0.0630212232536696
152,growing,0.219452360892134,0.130707177291098,0.0630212232536696
153,dormant,0.072469006090575,0.0522802209776822,0.0212549615573452
153,growing,0.072469006090575,0.0522802209776822,0.0212549615573452
154,dormant,0.102558913952149,0.0831911000061751,0.0368783734991142
154,growing,0.102558913952149,0.0831911000061751,0.0368783734991142
155,dormant,0.202085843304145,0.155832204216973,0.056826029357317
155,growing,0.202085843304145,0.155832204216973,0.056826029357317
156,dormant,0.0827290613322693,0.0646964157375578,0.0253669476424191
156,growing,0.0827290613322693,0.0646964157375578,0.0253669476424191
157,dormant,0.0701408533105043,0.0578511797261561,0.0251038263649177
157,growing,0.0701408533105043,0.0578511797261561,0.0251038263649177
158,dormant,0.0726815842216278,0.0583243723820972,0.0221889535161839
158,growing,0.0726815842216278,0.0583243723820972,0.0221889535161839
159,dormant,0.207367334146924,0.169595213555984,0.0788196097476762
159,growing,0.207367334146924,0.169595213555984,0.0788196097476762
160,dormant,0.0493640602738728,0.0419143992998758,0.01815910976914
160,growing,0.0493640602738728,0.0419143992998758,0.01815910976914
161,dormant,0.092925288971133,0.069826430762684,0.0328146068065072
161,growing,0.092925288971133,0.069826430762684,0.0328146068065072
162,dormant,0.117574146817395,0.0904143955588274,0.0222939605487519
162,growing,0.117574146817395,0.0904143955588274,0.0222939605487519
163,dormant,0.242479806286375,0.246260604859847,0.0933898574373613
163,growing,0.242479806286375,0.246260604859847,0.0933898574373613
164,dormant,0.13266524742931,0.124709490096036,0.0417580821379446
164,growing,0.13266524742931,0.124709490096036,0.0417580821379446
165,dormant,0.216453299873774,0.220620959221487,0.0793487585538977
165,growing,0.216453299873774,0.220620959221487,0.0793487585538977
166,dormant,0.210521967195657,0.219912197631321,0.082563058257516
166,growing,0.210521967195657,0.219912197631321,0.082563058257516
167,dormant,0.198759826232456,0.205363412628789,0.0673123147702861
167,growing,0.198759826232456,0.205363412628789,0.0673123147702861
168,dormant,0.341753179668901,0.44657199827187,0.15220193352366
168,growing,0.341753179668901,0.44657199827187,0.15220193352366
169,dormant,0.336496279186276,0.400825326144149,0.145157646360677
169,growing,0.336496279186276,0.400825326144149,0.145157646360677
170,dormant,0.224764154033655,0.233196509415142,0.0858060084367319
170,growing,0.224764154033655,0.233196509415142,0.0858060084367319
171,dormant,0.25481552332055,0.325501506822667,0.17108700403276
171,growing,0.25481552332055,0.325501506822667,0.17108700403276
172,dormant,0.414522039446289,0.579321306185902,0.202282356635077
172,growing,0.414522039446289,0.579321306185902,0.202282356635077
173,dormant,0.390665415340837,0.535243234334382,0.179091557381658
173,growing,0.390665415340837,0.535243234334382,0.179091557381658
174,dormant,0.277527671389931,0.364997551616301,0.135593565583868
174,growing,0.277527671389931,0.364997551616301,0.135593565583868
175,dormant,0.293967795510727,0.377244573603543,0.119220279636092
175,growing,0.293967795510727,0.377244573603543,0.119220279636092
176,dormant,0.237419447821635,0.302578347498049,0.106680441403983
176,growing,0.237419447821635,0.302578347498049,0.106680441403983
177,dormant,0.237716987270587,0.292085085991611,0.0804819236488196
177,growing,0.237716987270587,0.292085085991611,0.0804819236488196
178,dormant,0.203165678716094,0.263401494972992,0.102115540624322
178,growing,0.203165678716094,0.263401494972992,0.102115540624322
179,dormant,0.218063782745651,0.282242101117618,0.102499682251542
179,growing,0.218063782745651,0.282242101117618,0.102499682251542
180,dormant,0.412286306914938,0.577796642219719,0.195620874227759
180,growing,0.412286306914938,0.577796642219719,0.195620874227759
181,dormant,0.0651260928092732,0.085123047169655,0.0237720544748955
181,growing,0.0651260928092732,0.085123047169655,0.0237720544748955
182,dormant,0.112778946773906,0.154805136759888,0.0475963492055948
182,growing,0.112778946773906,0.154805136759888,0.0475963492055948
183,dormant,0.146308021367231,0.216858016064553,0.0863818091343089
183,growing,0.146308021367231,0.216858016064553,0.0863818091343089
184,dormant,0.0253603350653279,0.0336212461330728,0.0081035563387778
184,growing,0.0253603350653279,0.0336212461330728,0.0081035563387778
185,dormant,0.141497348185873,0.209536418710983,0.049002990936388
185,growing,0.141497348185873,0.209536418710983,0.049002990936388
186,dormant,0.00580917009637882,0.00921377403108879,0.0016915424292199
186,growing,0.00580917009637882,0.00921377403108879,0.0016915424292199
187,dormant,0.0165033288577168,0.0274495980422424,0.00691398715292782
187,growing,0.0165033288577168,0.0274495980422424,0.00691398715292782
188,dormant,0.0209942686599519,0.036064074511567,0.0062747112704212
188,growing,0.0209942686599519,0.036064074511567,0.0062747112704212
189,dormant,0.0444499406471507,0.0808388805222216,0.038958059196202
189,growing,0.0444499406471507,0.0808388805222216,0.038958059196202
190,dormant,0.0597682846334236,0.108359013343661,0.0500974890458709
190,growing,0.0597682846334236,0.108359013343661,0.0500974890458709
191,dormant,0.0582160831774572,0.105998859241706,0.0173763287291086
191,growing,0.0582160831774572,0.105998859241706,0.0173763287291086
192,dormant,0.0553862069407904,0.103565634564208,0.0158215443097064
192,growing,0.0553862069407904,0.103565634564208,0.0158215443097064
193,dormant,0.079703638933816,0.1490314478732,0.0728590752346636
193,growing,0.079703638933816,0.1490314478732,0.0728590752346636
194,dormant,0.0655508005403858,0.124396035396799,0.0126550079299774
194,growing,0.0655508005403858,0.124396035396799,0.0126550079299774
195,dormant,0.0206485445929987,0.0379931353311732,0.00452958826093669
195,growing,0.0206485445929987,0.0379931353311732,0.00452958826093669
196,dormant,0.0392420089981665,0.0749195060718415,0.0137119688858188
196,growing,0.0392420089981665,0.0749195060718415,0.0137119688858188
197,dormant,0.0161439498793919,0.00238487620948834,0.000172529320195772
197,growing,0.0161439498793919,0.00238487620948834,0.000172529320195772
198,dormant,0.0185672018891515,0.00321309770018193,0.000215024279060008
198,growing,0.0185672018891515,0.00321309770018193,0.000215024279060008
199,dormant,0.00743094215069425,0.000952406440991074,6.26667611072052e-05
199,growing,0.00743094215069425,0.000952406440991074,6.26667611072052e-05
200,dormant,0.0236244968270575,0.00380833674195117,0.00236261760377025
200,growing,0.0236244968270575,0.00380833674195117,0.00236261760377025
201,dormant,0.0281861635452251,0.00451136855778904,0.00331445405228749
201,growing,0.0281861635452251,0.00451136855778904,0.00331445405228749
202,dormant,0.0182477022388622,0.00318254983052664,0.00270103183921871
202,growing,0.0182477022388622,0.00318254983052664,0.00270103183921871
203,dormant,0.0460186768938602,0.0088840641711946,0.00761667282006696
203,growing,0.0460186768938602,0.0088840641711946,0.00761667282006696
204,dormant,0.0124795726469764,0.00264380831311753,0.00228376135440626
204,growing,0.0124795726469764,0.00264380831311753,0.00228376135440626
205,dormant,0.0570269922078726,0.00970167257867261,0.00678349716574307
205,growing,0.0570269922078726,0.00970167257867261,0.00678349716574307
206,dormant,0.038853216796574,0.00699997895982428,0.000229200781177006
206,growing,0.038853216796574,0.00699997895982428,0.000229200781177006
207,dormant,0.0625602004463011,0.0735398886484932,0.0247634990784298
207,growing,0.0625602004463011,0.0735398886484932,0.0247634990784298
208,dormant,0.173897715383542,0.235393113096651,0.0929054437123664
208,growing,0.173897715383542,0.235393113096651,0.0929054437123664
209,dormant,0.431594694950248,0.560107424126929,0.25094078380376
209,growing,0.431594694950248,0.560107424126929,0.25094078380376
210,dormant,0.255159482346989,0.304882157529276,0.120912169368224
210,growing,0.255159482346989,0.304882157529276,0.120912169368224
211,dormant,0.728499396054946,0.960216694728943,0.501464313020733
211,growing,0.728499396054946,0.960216694728943,0.501464313020733
212,dormant,0.888867568500168,1.20022421934453,0.632869610465423
212,growing,0.888867568500168,1.20022421934453,0.632869610465423
213,dormant,0.906325424280179,1.23748404909808,0.659079902392569
213,growing,0.906325424280179,1.23748404909808,0.659079902392569
214,dormant,0.127217906330176,0.195202021236235,0.0763206052972193
214,growing,0.127217906330176,0.195202021236235,0.0763206052972193
215,dormant,0.356547331980244,0.532459851458719,0.21349513290533
215,growing,0.356547331980244,0.532459851458719,0.21349513290533
216,dormant,0.143192129141065,0.217080921858167,0.0736073329898518
216,growing,0.143192129141065,0.217080921858167,0.0736073329898518
217,dormant,0.775156375237691,1.11103159474043,0.508541104925218
217,growing,0.775156375237691,1.11103159474043,0.508541104925218
218,dormant,0.233058419990945,0.323084984367946,0.106001908746831
218,growing,0.233058419990945,0.323084984367946,0.106001908746831
219,dormant,0.0833505173105559,0.0360651799032742,0.0208632165800212
219,growing,0.0833505173105559,0.0360651799032742,0.0208632165800212
220,dormant,0.069233833156511,0.0244211436502018,0.0110534055753384
220,growing,0.069233833156511,0.0244211436502018,0.0110534055753384
221,dormant,0.130936516206612,0.202167709052037,0.145230680788402
221,growing,0.130936516206612,0.202167709052037,0.145230680788402
222,dormant,0.190982508715676,0.314209145887309,0.216873515563202
222,growing,0.190982508715676,0.314209145887309,0.216873515563202
223,dormant,0.0619605147592914,0.115091994081261,0.0607254533906917
223,growing,0.0619605147592914,0.115091994081261,0.0607254533906917
